host_response_rate,host_acceptance_rate,host_listings_count,city,state,zipcode,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews,room_type
N/A,N/A,1,Washington,DC,20009,38.92639,-77.04094,4,1,1,2,$100.00 ,$0.00 ,$0.00 ,3,10,8,Entire home/apt
100%,N/A,2,Washington,DC,20024,38.88045,-77.02015,3,1,1,2,$75.00 ,$0.00 ,$35.00 ,2,1125,83,Private room
100%,N/A,2,Washington,DC,20024,38.88187,-77.02233,4,1,1,2,$85.00 ,$0.00 ,$35.00 ,2,1125,97,Private room
N/A,N/A,1,Washington,DC,20010,38.93172,-77.04506,4,1,1,1,$105.00 ,$250.00 ,$60.00 ,2,14,94,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.89426,-76.98207,2,1,0,1,$80.00 ,"$1,000.00 ",$50.00 ,2,30,16,Entire home/apt
100%,N/A,4,Washington,DC,20012,38.96935,-77.0248,3,1,0,1,$75.00 ,$0.00 ,$50.00 ,2,120,74,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91621,-77.01211,2,1,1,1,$139.00 ,$100.00 ,$40.00 ,2,31,38,Entire home/apt
N/A,N/A,1,Washington,DC,20001,38.9168,-77.01985,2,1,1,1,$30.00 ,,,2,5,1,Private room
N/A,N/A,1,Washington,DC,20002,38.90625,-76.9875,2,1,1,1,$50.00 ,$0.00 ,$0.00 ,2,6,13,Private room
100%,N/A,2,Washington,DC,20019,38.90703,-76.93215,5,1.5,2,3,$71.00 ,$0.00 ,$25.00 ,2,14,57,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.90502,-76.99887,3,1,1,2,$99.00 ,$200.00 ,$65.00 ,1,14,110,Entire home/apt
100%,N/A,2,Washington,DC,20002,38.90002,-76.99423,4,1,1,2,$151.00 ,$300.00 ,$65.00 ,1,1125,45,Entire home/apt
100%,N/A,3,Washington,DC,20002,38.90448,-77.00247,6,1.5,2,5,$295.00 ,$100.00 ,$190.00 ,1,27,11,Entire home/apt
N/A,N/A,1,Washington,DC,20010,38.93667,-77.02508,2,1,1,1,$100.00 ,$0.00 ,$70.00 ,2,3,1,Private room
100%,N/A,4,Washington,DC,20001,38.91767,-77.011,4,1,1,1,$50.00 ,$0.00 ,$45.00 ,1,1125,96,Private room
100%,N/A,1,Washington,DC,20002,38.90166,-76.99095,4,1,1,2,$130.00 ,$250.00 ,$50.00 ,2,1125,112,Entire home/apt
N/A,N/A,2,Washington,DC,20002,38.90454,-76.98994,3,1,2,2,$100.00 ,,,2,7,3,Private room
N/A,N/A,1,Washington,DC,20020,38.86865,-76.98391,2,1,1,1,$150.00 ,,,1,3,0,Private room
100%,N/A,3,Washington,DC,20002,38.90489,-77.00254,3,1,0,2,$74.00 ,$100.00 ,$75.00 ,1,30,127,Entire home/apt
N/A,N/A,2,Washington,DC,20001,38.91475,-77.02495,6,1.5,2,3,$500.00 ,,,2,5,1,Entire home/apt
N/A,N/A,1,Washington,DC,20001,38.92538,-77.02581,2,1.5,1,1,$95.00 ,$250.00 ,$25.00 ,3,30,7,Private room
100%,N/A,1,Washington,DC,20002,38.89137,-77.00124,8,3.5,4,5,$496.00 ,$600.00 ,$159.00 ,2,12,4,Entire home/apt
100%,N/A,5,Washington,DC,20001,38.91366,-77.02457,4,1,1,2,$200.00 ,$500.00 ,$100.00 ,3,180,20,Entire home/apt
100%,N/A,10,Washington,DC,20001,38.92645,-77.02574,16,2,4,10,$249.00 ,$200.00 ,$160.00 ,2,365,47,Entire home/apt
N/A,N/A,2,Washington,DC,20009,38.9261,-77.03721,1,1,1,1,$46.00 ,$100.00 ,$20.00 ,3,14,2,Shared room
N/A,N/A,8,Washington,DC,20001,38.89997,-77.01821,3,1,1,1,$175.00 ,$150.00 ,$85.00 ,3,1125,7,Entire home/apt
100%,N/A,1,Washington,DC,20003,38.88006,-76.98176,8,2.5,2,3,$100.00 ,$500.00 ,$150.00 ,30,1125,2,Entire home/apt
100%,N/A,3,Washington,DC,20001,38.91197,-77.01618,6,1,2,2,$95.00 ,$200.00 ,$100.00 ,2,365,17,Entire home/apt
100%,N/A,4,Washington,DC,20009,38.91259,-77.03923,3,1,1,2,$150.00 ,$0.00 ,$20.00 ,3,1124,48,Private room
100%,N/A,1,Washington,DC,20007,38.9077,-77.05608,6,2,3,4,$379.00 ,$500.00 ,$185.00 ,2,16,78,Entire home/apt
100%,N/A,0,Washington,DC,20017,38.9431,-76.98049,2,1,1,1,$50.00 ,,$20.00 ,2,1125,43,Private room
100%,N/A,3,Washington,DC,20002,38.90145,-76.98689,2,1,0,1,$79.00 ,$0.00 ,$40.00 ,2,1125,78,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.91402,-77.00757,2,1,1,1,$80.00 ,$0.00 ,$0.00 ,3,14,17,Private room
100%,N/A,1,Washington,DC,20002,38.90318,-76.99708,4,1,1,1,$85.00 ,$0.00 ,$80.00 ,2,60,189,Entire home/apt
90%,N/A,1,Washington,DC,20001,38.91576,-77.01905,4,1,2,2,$200.00 ,$0.00 ,$60.00 ,2,1125,48,Entire home/apt
94%,N/A,2,Washington,DC,20002,38.8995,-76.97755,4,2,2,2,$92.00 ,$150.00 ,$20.00 ,1,45,243,Entire home/apt
100%,N/A,1,Washington,DC,20011,38.96538,-77.00723,3,1,1,2,$50.00 ,$100.00 ,$50.00 ,5,60,11,Entire home/apt
100%,N/A,3,Washington,DC,20009,38.91868,-77.03441,4,1,1,1,$140.00 ,$250.00 ,$90.00 ,2,1125,90,Entire home/apt
100%,N/A,2,Washington,DC,20011,38.96147,-77.00232,2,1,1,1,$25.00 ,,$25.00 ,2,95,77,Private room
100%,N/A,1,Washington,DC,20001,38.90851,-77.01875,7,2.5,4,3,$250.00 ,$300.00 ,$100.00 ,2,1125,36,Entire home/apt
N/A,N/A,4,Washington,DC,20011,38.96575,-77.02905,1,1,1,1,$50.00 ,,,59,185,0,Entire home/apt
100%,N/A,2,Washington,DC,20011,38.96513,-77.01864,1,1,1,1,$80.00 ,,,1,1125,1,Private room
100%,N/A,1,Washington,DC,20007,38.92046,-77.07563,4,1,1,1,$115.00 ,$0.00 ,$50.00 ,2,14,147,Entire home/apt
N/A,N/A,3,Washington,DC,20003,38.88718,-76.99745,2,1,0,0,$95.00 ,$100.00 ,$25.00 ,3,1125,5,Entire home/apt
100%,N/A,5,Washington,DC,20001,38.90951,-77.01596,4,1,1,2,$109.00 ,$250.00 ,$60.00 ,1,28,161,Entire home/apt
100%,N/A,4,Washington,DC,20017,38.92595,-76.98466,1,1,1,1,$28.00 ,$0.00 ,$25.00 ,30,270,67,Private room
N/A,N/A,3,Washington,DC,20001,38.91843,-77.02704,2,1.5,1,1,$73.00 ,,,1,1125,22,Private room
100%,N/A,2,Washington,DC,20009,38.92424,-77.0283,2,1,0,1,$65.00 ,$100.00 ,$40.00 ,3,1125,54,Entire home/apt
98%,N/A,59,Washington,DC,20009,38.91107,-77.04334,2,1,0,1,$100.00 ,$100.00 ,$45.00 ,1,1125,202,Hotel room
100%,N/A,4,Washington,DC,20017,38.92766,-76.98455,1,1,1,1,$30.00 ,$0.00 ,$20.00 ,3,180,41,Private room
100%,N/A,1,Washington,DC,20018,38.93283,-76.97692,4,1,1,1,$70.00 ,,$40.00 ,1,1125,149,Entire home/apt
75%,N/A,1,Washington,DC,20007,38.91749,-77.07262,4,1,3,4,$395.00 ,$195.00 ,$75.00 ,3,1125,25,Entire home/apt
100%,N/A,4,Washington,DC,20009,38.91255,-77.04582,2,1,0,1,$160.00 ,$120.00 ,$100.00 ,1,1125,70,Entire home/apt
100%,N/A,4,Washington,DC,20009,38.9141,-77.04488,2,1.5,1,1,$170.00 ,$150.00 ,$125.00 ,1,1125,55,Entire home/apt
N/A,N/A,1,Washington,DC,20016,38.93673,-77.08293,1,2,1,1,$25.00 ,,,1,1125,0,Shared room
100%,N/A,4,Washington,DC,20017,38.92711,-76.98417,1,1,1,1,$27.00 ,$0.00 ,$20.00 ,2,14,185,Private room
100%,N/A,7,Washington,DC,20037,38.90292,-77.05245,4,1,1,2,$52.00 ,$0.00 ,$65.00 ,1,1125,172,Entire home/apt
N/A,N/A,1,Washington,DC,20007,38.90806,-77.06792,4,2,2,3,$500.00 ,,$125.00 ,2,1125,4,Entire home/apt
100%,N/A,23,Washington,DC,20009,38.91522,-77.0396,3,1,2,1,$95.00 ,$0.00 ,$70.00 ,4,365,4,Private room
100%,N/A,2,Washington,DC,20012,38.98721,-77.03483,1,1,1,1,$47.00 ,$300.00 ,$75.00 ,6,80,5,Private room
100%,N/A,2,Washington,DC,20012,38.98626,-77.03566,2,1,2,1,$30.00 ,$200.00 ,$50.00 ,13,30,8,Private room
N/A,N/A,2,Washington,DC,20003,38.88846,-76.99659,3,1,2,2,$195.00 ,$500.00 ,$0.00 ,3,7,15,Entire home/apt
N/A,N/A,1,Washington,DC,20037,38.89872,-77.04908,5,1,1,3,$120.00 ,$500.00 ,$20.00 ,1,90,4,Entire home/apt
100%,N/A,2,Washington,DC,20010,38.93157,-77.03669,1,1,1,1,$75.00 ,$0.00 ,$30.00 ,3,31,54,Private room
100%,N/A,1,Washington,DC,20001,38.91367,-77.01105,2,1,1,1,$150.00 ,"$1,500.00 ",$50.00 ,2,1125,109,Entire home/apt
N/A,N/A,12,Washington,DC,20001,38.91566,-77.02077,6,1,1,3,$95.00 ,$0.00 ,$30.00 ,1,1125,75,Private room
0%,N/A,1,Washington,DC,20002,38.90064,-76.97618,2,1,1,2,$100.00 ,,,1,1125,0,Private room
100%,N/A,1,Washington,DC,20009,38.92828,-77.03034,12,3.5,4,5,$450.00 ,$500.00 ,$200.00 ,3,1125,18,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.90171,-77.00052,2,1,1,1,$89.00 ,$250.00 ,$68.00 ,2,1125,144,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91087,-77.02688,2,1,1,1,$94.00 ,$0.00 ,$64.00 ,1,15,146,Private room
100%,N/A,1,Washington,DC,20018,38.92825,-76.9695,3,1,1,1,$85.00 ,,$85.00 ,2,20,131,Entire home/apt
100%,N/A,2,Washington,DC,20009,38.91621,-77.03767,4,1,1,2,$125.00 ,$500.00 ,$150.00 ,1,1125,35,Entire home/apt
100%,N/A,14,Washington,DC,20009,38.91271,-77.03484,3,1,1,2,$129.00 ,$250.00 ,$75.00 ,2,90,92,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91725,-77.04515,4,1,0,2,$100.00 ,$0.00 ,$40.00 ,2,5,6,Entire home/apt
97%,N/A,6,Washington,DC,20001,38.91459,-77.0094,1,1.5,1,1,$40.00 ,,$10.00 ,2,90,33,Private room
100%,N/A,1,Washington,DC,20002,38.89615,-76.97522,5,1,3,3,$100.00 ,"$1,500.00 ",$200.00 ,45,1125,1,Entire home/apt
100%,N/A,4,Washington,DC,20009,38.91483,-77.04425,4,2.5,2,2,$325.00 ,$200.00 ,$150.00 ,2,1125,67,Entire home/apt
0%,N/A,1,Washington,DC,20003,38.88644,-76.99286,3,1,1,2,$120.00 ,,$45.00 ,2,1125,57,Entire home/apt
100%,N/A,2,Washington,DC,20003,38.88517,-76.98418,8,3.5,3,3,$250.00 ,$250.00 ,$150.00 ,7,21,1,Entire home/apt
60%,N/A,1,Washington,DC,20011,38.96411,-77.02326,3,1,1,2,$61.00 ,$250.00 ,$65.00 ,2,1125,47,Entire home/apt
N/A,N/A,1,Washington,DC,20016,38.94398,-77.09185,2,1,1,1,$75.00 ,,$40.00 ,1,1125,17,Entire home/apt
100%,N/A,5,Washington,DC,20007,38.91114,-77.05372,6,2.5,2,3,$250.00 ,"$1,000.00 ",$100.00 ,1,1125,1,Private room
N/A,N/A,1,Washington,DC,20024,38.87759,-77.01508,1,1,1,1,$17.00 ,$0.00 ,$15.00 ,1,1125,16,Shared room
100%,N/A,1,Washington,DC,20001,38.91354,-77.01188,4,1,1,2,$84.00 ,$100.00 ,$68.00 ,1,1125,85,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.90488,-76.99786,4,1.5,1,2,$120.00 ,,,1,1125,4,Entire home/apt
N/A,N/A,12,Washington,DC,20001,38.89984,-77.01317,5,1,1,3,$45.00 ,$0.00 ,$50.00 ,1,1125,77,Entire home/apt
100%,N/A,2,Washington,DC,20002,38.92115,-77.00716,4,1,1,2,$95.00 ,$0.00 ,$75.00 ,1,1125,27,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91547,-77.01879,2,1,1,1,$99.00 ,$150.00 ,$75.00 ,3,14,98,Entire home/apt
75%,N/A,1,Washington,DC,20011,38.94517,-77.01987,2,1,1,1,$48.00 ,,$25.00 ,2,3,34,Private room
100%,N/A,1,Washington,DC,20003,38.88262,-76.9989,4,1,0,2,$119.00 ,$0.00 ,$49.00 ,2,31,120,Entire home/apt
100%,N/A,2,Washington,DC,20001,38.9074,-77.01081,6,2,2,2,$225.00 ,$299.00 ,$119.00 ,2,1125,26,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.89445,-76.98263,2,1,1,1,$65.00 ,$0.00 ,$20.00 ,1,1125,99,Entire home/apt
90%,N/A,1,Washington,DC,20003,38.88227,-76.99629,4,1,1,1,$119.00 ,,$40.00 ,2,8,147,Entire home/apt
N/A,N/A,1,Washington,DC,20020,38.86549,-76.98666,1,1.5,1,1,$75.00 ,,,1,7,1,Private room
N/A,N/A,1,Washington,DC,20001,38.90386,-77.0178,5,1,1,3,$250.00 ,,,3,1125,0,Entire home/apt
100%,N/A,44,Washington,DC,20019,38.89844,-76.94554,2,2,1,1,$40.00 ,$0.00 ,$0.00 ,2,1125,21,Private room
100%,N/A,5,Washington,DC,20010,38.92845,-77.03688,2,2,1,1,$45.00 ,$0.00 ,$25.00 ,1,90,46,Private room
93%,N/A,7,Washington,DC,20011,38.93855,-77.02699,3,1,2,3,$55.00 ,$200.00 ,$60.00 ,2,365,5,Private room
N/A,N/A,1,Washington,DC,20003,38.88389,-76.99358,2,1,1,1,$150.00 ,,,1,14,6,Entire home/apt
100%,N/A,43,Washington,DC,20001,38.91032,-77.02309,2,1,1,4,$36.00 ,$150.00 ,$9.00 ,1,1125,61,Shared room
100%,N/A,43,Washington,DC,20001,38.91082,-77.02283,1,1,1,4,$36.00 ,$150.00 ,$9.00 ,1,1125,44,Shared room
100%,N/A,3,Washington,DC,20002,38.90614,-77.00249,7,2.5,3,4,$317.00 ,$100.00 ,$225.00 ,2,1125,25,Entire home/apt
100%,N/A,43,Washington,DC,20001,38.90892,-77.02445,2,1,1,4,$36.00 ,$150.00 ,$9.00 ,1,1125,112,Shared room
100%,N/A,43,Washington,DC,20001,38.91059,-77.02346,2,1,1,4,$36.00 ,$150.00 ,$9.00 ,1,1125,106,Shared room
N/A,N/A,1,Washington,DC,20020,38.8648,-76.98245,8,1,3,4,$659.00 ,,$65.00 ,2,112,9,Entire home/apt
N/A,N/A,2,Washington,DC,20024,38.87921,-77.0164,7,2,3,4,$250.00 ,$0.00 ,$25.00 ,2,7,3,Entire home/apt
N/A,N/A,1,Washington,DC,20008,38.94327,-77.06098,2,1,1,1,$150.00 ,,,1,1125,0,Private room
N/A,N/A,1,Washington,DC,20012,38.97568,-77.02513,1,1,1,1,$50.00 ,,,14,30,5,Private room
90%,N/A,1,Washington,DC,20001,38.90626,-77.02745,2,1,1,1,$109.00 ,$300.00 ,$35.00 ,2,5,110,Entire home/apt
100%,N/A,33,Washington,DC,20009,38.9178,-77.04353,4,1,1,2,$85.00 ,$150.00 ,$65.00 ,2,1123,65,Entire home/apt
N/A,N/A,1,Washington,DC,20001,38.90042,-77.01593,6,1.5,2,2,$200.00 ,,,1,3,0,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.93146,-77.02629,5,2,2,3,$295.00 ,$300.00 ,$100.00 ,2,1125,3,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.92287,-77.00178,2,1,0,2,$85.00 ,,$25.00 ,1,1125,265,Entire home/apt
100%,N/A,33,Washington,DC,20002,38.89168,-77.00288,6,1,0,2,$65.00 ,$150.00 ,$65.00 ,2,1122,176,Entire home/apt
N/A,N/A,1,Washington,DC,20012,38.99128,-77.03863,4,2.5,2,2,$51.00 ,,,6,6,0,Private room
100%,N/A,1,Washington,DC,20017,38.94807,-76.98885,4,1,1,2,$76.00 ,,,60,1125,99,Entire home/apt
N/A,N/A,1,Washington,DC,20003,38.8873,-76.98017,2,1,2,2,$140.00 ,"$1,000.00 ",$150.00 ,14,1125,2,Entire home/apt
98%,N/A,59,Washington,DC,20009,38.9116,-77.04312,2,1,1,1,$125.00 ,$100.00 ,$45.00 ,1,1125,209,Private room
100%,N/A,6,Washington,DC,20009,38.91958,-77.03078,6,2.5,3,4,$258.00 ,$250.00 ,$165.00 ,2,120,51,Entire home/apt
100%,N/A,6,Washington,DC,20003,38.88631,-76.99877,1,1,0,1,$130.00 ,$500.00 ,$80.00 ,10,120,19,Entire home/apt
40%,N/A,0,Washington,DC,20011,38.96665,-77.03185,4,1,1,3,$75.00 ,$300.00 ,$65.00 ,1,180,150,Entire home/apt
N/A,N/A,2,Washington,DC,20008,38.9497,-77.06537,2,1,1,1,$100.00 ,,,1,1125,1,Private room
100%,N/A,2,Washington,DC,20010,38.93252,-77.04034,9,2.5,4,5,$425.00 ,,$0.00 ,4,1125,3,Entire home/apt
N/A,N/A,2,Washington,DC,20008,38.94974,-77.06468,2,1,1,1,$90.00 ,,,1,1125,0,Private room
100%,N/A,2,Washington,DC,20032,38.8439,-76.98859,2,1,0,3,$85.00 ,"$1,000.00 ",$100.00 ,90,1125,20,Entire home/apt
N/A,N/A,1,Washington,DC,20011,38.96331,-77.00465,4,1,1,2,$69.00 ,,,2,5,0,Entire home/apt
98%,N/A,54,Washington,DC,20003,38.88805,-76.98942,11,3.5,4,5,$700.00 ,$0.00 ,$200.00 ,3,1125,74,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.91621,-77.00157,2,1,1,1,$180.00 ,,,1,1125,5,Entire home/apt
100%,N/A,1,Washington,DC,20007,38.90416,-77.06245,6,2,2,4,$300.00 ,$500.00 ,$75.00 ,2,14,102,Entire home/apt
98%,N/A,690,Washington,DC,20037,38.90195,-77.04864,3,1,1,1,$139.00 ,$0.00 ,$100.00 ,5,1125,0,Entire home/apt
N/A,N/A,2,Washington,DC,20007,38.90612,-77.06558,2,1,1,1,$105.00 ,$200.00 ,$50.00 ,2,1125,81,Entire home/apt
100%,N/A,43,Washington,DC,20001,38.90953,-77.02342,3,1,1,4,$36.00 ,$150.00 ,$9.00 ,1,1125,56,Shared room
100%,N/A,3,Washington,DC,20010,38.9316,-77.03056,2,1,0,1,$59.00 ,$250.00 ,$50.00 ,3,1125,8,Private room
98%,N/A,690,Washington,DC,20037,38.90056,-77.05083,3,1,1,1,$138.00 ,$0.00 ,$100.00 ,3,1125,0,Entire home/apt
100%,N/A,5,Washington,DC,20001,38.90922,-77.02011,2,1,1,1,$63.00 ,,$50.00 ,2,14,20,Private room
100%,N/A,1,Washington,DC,20001,38.91348,-77.01768,5,1,1,2,$157.00 ,$150.00 ,$35.00 ,1,7,340,Entire home/apt
100%,N/A,2,Washington,DC,20006,38.89788,-77.04519,4,1,1,2,$170.00 ,,$75.00 ,3,4,3,Entire home/apt
100%,N/A,43,Washington,DC,20009,38.92738,-77.02878,2,2,1,4,$35.00 ,$150.00 ,$9.00 ,1,1125,62,Shared room
90%,N/A,1,Washington,DC,20002,38.90516,-76.98576,2,1,1,1,$100.00 ,$500.00 ,$85.00 ,2,180,32,Entire home/apt
100%,N/A,4,Washington,DC,20003,38.88399,-76.99863,4,1,1,2,$82.00 ,$0.00 ,$85.00 ,2,1125,104,Entire home/apt
100%,N/A,2,Washington,DC,20020,38.8646,-76.96435,2,1.5,1,1,$50.00 ,,,1,1125,134,Private room
N/A,N/A,1,Washington,DC,20001,38.91307,-77.02636,6,1.5,3,4,$180.00 ,$300.00 ,$180.00 ,2,63,11,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.92802,-77.03755,4,1,2,2,$90.00 ,$0.00 ,$25.00 ,2,15,0,Entire home/apt
98%,N/A,690,Washington,DC,20037,38.90634,-77.0491,3,1,1,1,$142.00 ,$0.00 ,$100.00 ,3,1125,0,Entire home/apt
N/A,N/A,2,Washington,DC,20018,38.93596,-76.97407,7,3,3,4,$229.00 ,$400.00 ,$150.00 ,3,29,4,Entire home/apt
100%,N/A,1,Washington,DC,20008,38.92613,-77.05404,5,2,2,2,$195.00 ,$500.00 ,$100.00 ,2,1125,83,Entire home/apt
100%,N/A,1,Washington,DC,20018,38.926,-76.95891,3,1,1,1,$47.00 ,$0.00 ,$50.00 ,14,1125,18,Entire home/apt
N/A,N/A,2,Washington,DC,20005,38.90543,-77.02806,2,1,0,1,$149.00 ,$100.00 ,,2,1125,8,Entire home/apt
100%,N/A,16,Washington,DC,20037,38.90888,-77.04759,2,1,1,0,$124.00 ,$0.00 ,$50.00 ,1,45,213,Entire home/apt
98%,N/A,54,Washington,DC,20036,38.90724,-77.04187,4,1,1,2,$245.00 ,,$150.00 ,3,1125,67,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.91345,-76.97413,2,1,0,1,$65.00 ,,,1,6,1,Private room
100%,N/A,1,Washington,DC,20002,38.89094,-77.00031,2,1,1,1,$100.00 ,$500.00 ,$45.00 ,1,1125,216,Private room
N/A,N/A,1,Washington,DC,20009,38.91246,-77.03718,2,1,0,2,$95.00 ,$700.00 ,$60.00 ,4,22,15,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.89785,-76.99157,4,1,2,2,$165.00 ,"$1,000.00 ",$0.00 ,2,1125,13,Private room
100%,N/A,2,Washington,DC,20002,38.89641,-76.99396,7,2,2,4,$325.00 ,$200.00 ,$125.00 ,2,1125,137,Entire home/apt
100%,N/A,1,Washington,DC,20011,38.95553,-77.01748,2,1,1,1,$89.00 ,,,2,31,175,Entire home/apt
100%,N/A,43,Washington,DC,20001,38.90893,-77.024,1,1,1,4,$36.00 ,$150.00 ,$9.00 ,1,1125,75,Shared room
100%,N/A,1,Washington,DC,20002,38.90328,-76.98717,6,1,1,2,$95.00 ,$0.00 ,$35.00 ,1,7,131,Entire home/apt
N/A,N/A,1,Washington,DC,20009,38.91951,-77.03566,2,1,1,1,$95.00 ,,$25.00 ,2,1125,0,Entire home/apt
100%,N/A,2,Washington,DC,20020,38.8611,-76.98861,2,2,1,1,$46.00 ,,,2,90,37,Private room
N/A,N/A,1,Washington,DC,20007,38.91115,-77.0531,2,1,0,1,$150.00 ,$200.00 ,$30.00 ,3,1125,0,Entire home/apt
100%,N/A,1,Washington,DC,20009,38.92543,-77.03082,2,1,1,1,$76.00 ,$0.00 ,$30.00 ,1,60,93,Private room
100%,N/A,1,Washington,DC,20024,38.87977,-77.02156,4,1,1,3,$158.00 ,$0.00 ,$80.00 ,2,15,138,Entire home/apt
100%,N/A,1,Washington,DC,20009,38.9129,-77.03126,3,1,1,2,$82.00 ,$250.00 ,$30.00 ,2,365,143,Entire home/apt
100%,N/A,1,Washington,DC,20020,38.8635,-76.9892,8,2.5,4,4,$199.00 ,$300.00 ,$150.00 ,3,27,49,Entire home/apt
100%,N/A,1,Washington,DC,20015,38.97209,-77.06664,3,4,3,2,$149.00 ,$500.00 ,$125.00 ,7,60,4,Entire home/apt
N/A,N/A,2,Washington,DC,20009,38.92178,-77.03945,1,1,1,1,$75.00 ,$0.00 ,$30.00 ,3,7,0,Private room
N/A,N/A,1,Washington,DC,20001,38.9135,-77.01827,2,1,1,1,$125.00 ,$0.00 ,$75.00 ,3,10,0,Entire home/apt
100%,N/A,1,Washington,DC,20001,38.91976,-77.01165,3,1,1,2,$89.00 ,$0.00 ,$50.00 ,2,30,41,Entire home/apt
75%,N/A,1,Washington,DC,20007,38.9041,-77.06454,4,1.5,2,2,$299.00 ,$500.00 ,$150.00 ,4,1125,25,Entire home/apt
100%,N/A,1,Washington,DC,20037,38.90644,-77.04709,6,1,1,3,$119.00 ,$0.00 ,$80.00 ,1,1125,76,Entire home/apt
100%,N/A,8,Washington,DC,20001,38.91594,-77.01505,1,1,1,1,$75.00 ,$250.00 ,$65.00 ,1,1125,7,Private room
100%,N/A,3,Washington,DC,20002,38.89979,-76.97929,2,1,1,2,$74.00 ,,$40.00 ,3,90,62,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.91495,-77.00803,2,1.5,1,1,$85.00 ,,,3,6,2,Private room
96%,N/A,9,Washington,DC,20002,38.89238,-76.99778,6,1,2,2,$200.00 ,$150.00 ,$110.00 ,1,1125,23,Entire home/apt
N/A,N/A,1,Washington,DC,20007,38.92589,-77.07338,8,1,1,1,$130.00 ,$0.00 ,$20.00 ,2,5,0,Entire home/apt
100%,N/A,1,Washington,DC,20010,38.93079,-77.02123,2,1,0,1,$75.00 ,$0.00 ,$75.00 ,2,60,18,Entire home/apt
100%,N/A,3,Washington,DC,,38.90672,-77.04665,3,1,1,2,$147.00 ,$240.00 ,$75.00 ,1,45,57,Entire home/apt
N/A,N/A,1,Washington,DC,20036,38.90939,-77.03957,3,1,1,2,$146.00 ,$200.00 ,$90.00 ,1,1125,3,Entire home/apt
N/A,N/A,1,Washington,DC,20002,38.89442,-76.99303,7,1,3,4,$220.00 ,$100.00 ,$135.00 ,2,1125,76,Entire home/apt
100%,N/A,1,Washington,DC,20011,38.95897,-77.01894,3,1,1,2,$90.00 ,$0.00 ,$30.00 ,2,1125,112,Entire home/apt
N/A,N/A,1,Washington,DC,20003,38.88231,-76.98823,6,1.5,3,3,$350.00 ,$300.00 ,$100.00 ,2,1125,1,Entire home/apt
75%,N/A,2,Washington,DC,20018,38.92349,-76.96363,2,1,2,2,$37.00 ,$0.00 ,,3,7,1,Private room
100%,N/A,3,Washington,DC,20001,38.91916,-77.01313,4,2,2,2,$175.00 ,$150.00 ,$95.00 ,3,14,147,Entire home/apt
100%,N/A,1,Washington,DC,20007,38.9102,-77.06444,2,1,1,1,$150.00 ,$0.00 ,$45.00 ,3,200,48,Private room
100%,N/A,1,Washington,DC,20003,38.88014,-76.98379,3,1,1,1,$55.00 ,$0.00 ,$70.00 ,2,1125,123,Entire home/apt
100%,N/A,6,Washington,DC,20005,38.90521,-77.02693,2,1,0,1,$150.00 ,$0.00 ,$50.00 ,30,999,22,Entire home/apt
100%,N/A,1,Washington,DC,20002,38.89388,-76.99562,8,2.5,2,3,$249.00 ,$250.00 ,$125.00 ,2,1125,24,Entire home/apt
N/A,N/A,2,Washington,DC,20019,38.8878,-76.93022,1,1,1,1,$100.00 ,,,1,1125,0,Private room
N/A,N/A,8,Washington,DC,20005,38.90575,-77.02907,5,2,2,3,$230.00 ,$250.00 ,$85.00 ,3,1125,3,Entire home/apt
100%,N/A,8,Washington,DC,20001,38.91522,-77.01501,2,1,2,2,$78.00 ,$400.00 ,$65.00 ,1,1125,5,Private room
100%,N/A,4,Washington,DC,20011,38.95488,-76.99188,2,1,1,0,$59.00 ,$0.00 ,$70.00 ,30,365,14,Entire home/apt
N/A,N/A,8,Washington,DC,20005,38.90644,-77.03092,3,1,1,1,$175.00 ,$250.00 ,$85.00 ,3,1125,2,Entire home/apt
100%,N/A,4,Washington,DC,20018,38.92295,-76.99191,12,2.5,3,7,$250.00 ,$400.00 ,$175.00 ,2,365,120,Entire home/apt
N/A,N/A,1,Washington,DC,20001,38.92083,-77.02629,4,1,1,2,$275.00 ,,,2,5,0,Entire home/apt
100%,N/A,8,Washington,DC,20001,38.91504,-77.01444,1,2.5,1,1,$67.00 ,$300.00 ,$65.00 ,1,1125,10,Shared room
100%,N/A,44,Washington,DC,20019,38.89902,-76.94469,1,1,1,1,$38.00 ,,,2,1125,8,Private room
